[ 2025-07-23 21:50:24,645 ] 17 root - INFO - Initiate the data ingestion
[ 2025-07-23 21:50:28,711 ] 61 root - INFO - Performed train-test split on dataframe.
[ 2025-07-23 21:50:28,910 ] 73 root - INFO - Exported train and test file paths.
[ 2025-07-23 21:50:28,910 ] 19 root - INFO - Data inititation Completed
[ 2025-07-23 21:50:28,910 ] 14 root - INFO - Reading YAML file from data_schema\schema.yaml
[ 2025-07-23 21:50:28,936 ] 22 root - INFO - Initiate the data validation
[ 2025-07-23 21:50:29,083 ] 33 root - INFO - Required number of columns: 31
[ 2025-07-23 21:50:29,083 ] 34 root - INFO - Data frame has columns: 31
[ 2025-07-23 21:50:29,092 ] 33 root - INFO - Required number of columns: 31
[ 2025-07-23 21:50:29,094 ] 34 root - INFO - Data frame has columns: 31
[ 2025-07-23 21:50:29,478 ] 28 root - INFO - Wrote YAML file to Artifacts\07_23_2025_21_50_20\data_validation\drift_report\report.yaml
[ 2025-07-23 21:50:29,696 ] 24 root - INFO - daata validation completed
[ 2025-07-23 21:50:29,696 ] 27 root - INFO - data transformation started
[ 2025-07-23 21:50:29,696 ] 57 root - INFO - Entered initiate_data_transformation method of DataTransformation class 
[ 2025-07-23 21:50:29,696 ] 59 root - INFO - Starting data Transformation
[ 2025-07-23 21:50:29,843 ] 43 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-07-23 21:50:29,843 ] 48 root - INFO - Initilaise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-23 21:50:29,890 ] 37 root - INFO - Saving NumPy array to Artifacts\07_23_2025_21_50_20\data_transformation\transformed\train.npy
[ 2025-07-23 21:50:29,898 ] 37 root - INFO - Saving NumPy array to Artifacts\07_23_2025_21_50_20\data_transformation\transformed\test.npy
[ 2025-07-23 21:50:29,898 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-23 21:50:29,915 ] 51 root - INFO - Saved object to Artifacts\07_23_2025_21_50_20\data_transformation\transformed_object\preprocessing.pkl
[ 2025-07-23 21:50:29,915 ] 52 root - INFO - Exited the save_object method in MainUtils class
[ 2025-07-23 21:50:29,916 ] 31 root - INFO - data transformation completed
[ 2025-07-23 21:50:29,916 ] 34 root - INFO - Model Training started
